,text,Date,label
417,merry christmas happy new year everyone,12/25/2016,1
418,merrychristmas,12/25/2016,0
419,objectified tonight p enjoy,12/25/2016,1
420,happy hanukkah,12/24/2016,0
421,big loss yesterday israel united nations make much harder negotiate peace bad get done anyway,12/24/2016,1
422,purposely left part nuclear qoute time world comes senses regarding nukes dishonest,12/24/2016,1
423,vladimir putin said today hillary dems opinion humiliating one must able lose dignity true,12/24/2016,1
424,slaughter purely religious threat turned reality hatred u countries fight back,12/23/2016,1
425,terrorist killed many people germany said crime god slaughter pigs swear,12/23/2016,1
426,u n things different jan th,12/23/2016,0
427,presidency ridiculous shame loves kids raised millions dollars must stop wrong answer,12/23/2016,1
428,wonderful son eric longer allowed raise money children cancer possible conflict interest,12/23/2016,1
429,called list celebrities wanting tixs inauguration look hillary nothing want people,12/23/2016,1
430,based tremendous cost cost overruns lockheed martin f asked boeing price comparable f super hornet,12/22/2016,1
431,united states must greatly strengthen expand nuclear capability time world comes senses regarding nukes,12/22/2016,1
432,someone incorrectly stated phrase drain swamp longer used actually always trying dts,12/22/2016,1
433,resolution considered united nations security council regarding israel vetoed cont,12/22/2016,0
434,met really great air force generals navy admirals today talking airplane capability pricing impressive people,12/22/2016,1
435,heard pundits commentators discussing fact spent far less money win hillary loss,12/21/2016,1
436,would done even better election possible winner based popular vote would campaign differently,12/21/2016,1
437,campaigning win electoral college much difficult sophisticated popular vote hillary focused wrong states,12/21/2016,1
438,yes true carlos slim great businessman mexico called getting together meeting met great guy,12/20/2016,1
439,especially get people even unlimited budget vote vital swing states focused wrong states,12/20/2016,1
440,bill clinton stated called election wrong called nice congratulations know much,12/20/2016,1
441,congratulations officially elected president united states today electoral college,12/20/2016,0
442,congratulations president elect electoral votes official thank franklin,12/20/2016,0
443,thank great supporters officially election despite distorted inaccurate media,12/19/2016,1
444,today terror attacks turkey switzerland germany getting worse civilized world must change thinking,12/19/2016,1
445,many supporters acted threatened people like lost election would scorned called terrible names,12/18/2016,1
446,tell china want drone stole back let keep,12/18/2016,1
447,thank alabama going americafirst goal bring back wonderful phrase,12/18/2016,0
448,china steals united states navy research drone international waters rips water takes china unprecedented act,12/17/2016,0
449,mobile alabama today p last rally year thank alabama south biggest crowds expected see,12/17/2016,1
450,many people saying extremely successful president makeamericagreatagain thank,12/17/2016,1
451,last night orlando florida incredible massive crowd thank florida today p alabama last rally,12/17/2016,1
452,thank florida administration follow two simple rules buy american hire american icymi watch,12/17/2016,0
453,thankyoutour tonight orlando florida tickets mobile alabamatickets,12/16/2016,0
454,well together hope movement fans go c jan th swearing let set time record,12/16/2016,0
455,talking cyberattack revealed head dnc illegally gave hillary questions debate,12/16/2016,1
456,thank pennsylvania together going make america great watch,12/16/2016,0
457,join mobile alabama sat pm thankyoutour tickets,12/15/2016,0
458,russia entity hacking white house wait long act complain hillary lost,12/15/2016,0
459,media tries hard make move white house pertains business complex actually,12/15/2016,1
460,thank time magazine financial times naming person year great honor,12/15/2016,1
461,anyone looked really poor numbers magazine way big trouble dead graydon carter talent,12/15/2016,1
462,trump tower office yesterday two great guys,12/14/2016,0
463,thank wisconsin administration focused three important words jobs jobs jobs watch,12/14/2016,0
464,join saturday ladd peebles stadium mobile alabama thankyoutour tickets,12/13/2016,0
465,thing like best rex tillerson vast experience dealing successfully types foreign governments,12/13/2016,1
466,wisconsin pennsylvania certified wins states actually picked additional votes,12/13/2016,1
467,chosen one truly great business leaders world rex tillerson chairman ceo exxonmobil secretary state,12/13/2016,1
468,hold press conference near future discuss business cabinet picks topics interest busy times,12/13/2016,1
469,presidency two children eric plus executives manage new deals done term office,12/13/2016,1
470,even though mandated law leaving busineses january th focus full time,12/13/2016,1
471,making announcement next secretary state tomorrow morning,12/13/2016,1
472,final wisconsin vote guess picked additional votes dems green party rest scam,12/12/2016,1
473,thankyoutour tue west allis wi thur hershey pa fri orlando fl sat mobile al tickets,12/12/2016,0
474,f program cost control billions dollars saved military purchases january th,12/12/2016,1
475,unless catch hackers act hard determine hacking brought election,12/12/2016,1
476,imagine election results opposite tried play russia cia card would called conspiracy theory,12/12/2016,1
477,watched biased inaccurate bad point point get much worse although right,12/12/2016,1
478,interviewed p enjoy,12/12/2016,1
479,whether choose state rex tillerson chairman ceo exxonmobil world class player dealmaker stay tuned,12/11/2016,1
480,spent friday campaigning john kennedy great state louisiana u senate election john,12/11/2016,1
481,army navy game fantastic nothing like spirit stadium wonderful experience congrats army,12/11/2016,1
482,interviewed today fox news sunday chris wallace eastern network enjoy,12/11/2016,1
483,october thanks chris wallace,12/10/2016,0
484,interesting read unfortunately much true,12/10/2016,0
485,reports working apprentice presidency even part time ridiculous untrue fake news,12/10/2016,0
